date,open,high,low,close,volume
2010-01-04,3592.4680,3597.7480,3535.2290,3535.2290,6610108000
2010-01-05,3545.1860,3577.5260,3497.6610,3564.0380,8580964100
2010-01-06,3558.7000,3588.8320,3541.1730,3541.7270,7847312500
2010-01-07,3543.1600,3558.5560,3452.7690,3471.4560,8035003700
2010-01-08,3456.9080,3482.0830,3426.6980,3480.1300,6079025300
2010-01-11,3593.1060,3594.5280,3465.3170,3482.0520,8998017200
2010-01-12,3477.8420,3535.4070,3437.6610,3534.9160,9374327800
2010-01-13,3448.2910,3490.1120,3415.6930,3421.1440,11245790100
2010-01-14,3433.4720,3470.3230,3411.8120,3469.0510,8335325200
2010-01-15,3472.5240,3500.0720,3448.6610,3482.7380,7254310200
2010-01-18,3471.7770,3501.2600,3458.0420,3500.6840,8285430700
2010-01-19,3506.8060,3528.3900,3497.0940,3507.4820,7488323200
2010-01-20,3512.2460,3515.4490,3387.8180,3394.4340,9249514600
2010-01-21,3397.0430,3425.1800,3364.7230,3408.5740,7059506800
2010-01-22,3364.4520,3390.7960,3293.1940,3366.1970,8893340400
2010-01-25,3340.0130,3372.4260,3326.2660,3328.0140,5684917100
2010-01-26,3328.1130,3341.1980,3222.1400,3242.7970,6175223100
2010-01-27,3243.0380,3255.1160,3183.3650,3198.5660,5269139400
2010-01-28,3195.2890,3220.3060,3168.4630,3206.5700,4699071600
2010-01-29,3190.3150,3249.4550,3176.9160,3204.1550,5026261300
2010-02-01,3198.2300,3198.3110,3116.4390,3152.7070,5700138000
2010-02-02,3170.7780,3211.9410,3143.0850,3146.1890,5013003300
2010-02-03,3160.7120,3231.1020,3094.5680,3230.7150,6479889400
2010-02-04,3206.4310,3242.5190,3190.4370,3218.8020,5897272600
2010-02-05,3147.7210,3177.4200,3129.9210,3153.0870,5910584500
2010-02-08,3152.2530,3172.3060,3133.8080,3150.9880,3735595100
2010-02-09,3147.7610,3178.9470,3144.4780,3169.1900,3595315800
2010-02-10,3195.1420,3214.4560,3182.8340,3214.1300,3421989400
2010-02-11,3216.6880,3238.3490,3207.1650,3220.3980,3579105200
